none,西十一番クリニック,十和田市西十一番町40-38,0176-51-3911,内科，泌尿器科,青森県,none,none,none,none,none,none,none
none,none,弘前市栄町1-2-6,0172-33-6262,内科，外科，整形外科,青森県,none,none,none,none,none,none,none
none,医療法人桜青会 かみきたデンタルクリニック,上北郡東北町旭北1-31-90,0176-56-4681,口腔外科、インプラント，矯正歯科、審美歯科，訪問診療,青森県,none,none,none,none,none,none,none
none,none,一関市桜木町3-19,0191-34-8811,内科 消化器科,岩手県,none,none,none,none,none,none,none
none,医療法人 ほがらか会 もとだて病院,花巻市東宮野目13-1-1,0198-23-5131,内科，心療内科，精神科,岩手県,none,none,none,none,none,none,none
none,アビエスかんのクリニック,一関市中里字神明44-2,0191348300,がん治療，一般内科，健康診断，内視鏡内科，消化器内科，漢方内科，統合医療,岩手県,none,none,none,none,none,none,none
none,竹下医院,久慈市中の橋1-5,0194-53-0022,内科，産婦人科,岩手県,none,none,none,none,none,none,none
none,医療法人けんゆう会 園田病院,小林市堤3005-1,0984-22-2221,内科，呼吸器内科，外科，循環器内科，放射線科，脳神経外科,宮城県,none,none,none,none,none,none,none
none,ソララクリニック,仙台市青葉区花京院1-2-15ソララプラザ2F,022ー722ー7090,アンチエイジング，美容皮膚科，自由診療,宮城県,none,none,none,none,none,none,none
none,朴澤耳鼻咽喉科/統合メディカルケアセンター Tree of Life,仙台市青葉区国分町2-14-18定禅寺パークビル303朴澤耳鼻咽喉科,022-397-8338,アレルギー科，耳鼻咽喉科,宮城県,none,none,none,none,none,none,none
none,セルプロケアデンタルクリニック 漢方内科,仙台市青葉区一番町3-7-1電力ビル1F,022-262-5755,内科 栄養療法・点滴療法 消化器内科 漢方内科,宮城県,none,none,none,none,none,none,none
none,一番町きじまクリニック,仙台市青葉区一番町三丁目6-1一番町平和ビル5階,022-222-1071,がん治療，乳腺外科，点滴療法,宮城県,none,none,none,none,none,none,none
none,none,仙台市青葉区中央１－２－３仙台マークワン11階,022-796-5100,眼科,宮城県,none,none,none,none,none,none,none
none,医療法人徳洲会 仙台徳洲会病院 予防医学センター,仙台市泉区高玉町9-8,022-771-5117,予防医学，健康診断，栄養療法,宮城県,none,none,none,none,none,none,none
none,none,塩竈市藤倉3-17-5,022-367-1110,形成外科，漢方内科，皮膚科,宮城県,none,none,none,none,none,none,none
none,医療法人社団 宝樹会 城東歯科クリニック,秋田市東通2-1-17,018-834-1182,一般歯科 インプラント 審美歯科 矯正・点滴,秋田県,none,none,none,none,none,none,none
none,none,男鹿市払戸字渡部15,018-546-3313,内科，小児科，循環器内科,秋田県,none,none,none,none,none,none,none
none,あきたすてらクリニック,秋田市手形字西谷地1-2ラ・ボア・ラクテ1F,018-874-7411,サプリメント外来，形成外科， 点滴療法，皮膚科,秋田県,none,none,none,none,none,none,none
none,玉木デンタルクリニック,秋田県秋田市旭南三丁目2-73玉木内科クリニック,"アクセス
秋田市山王十字路から茨島方面に車で５分",歯科,秋田県,none,none,none,none,none,none,none
none,秋桜ペインクリニック,大仙市大曲中通町1-8-7,0187-88-8333,ペインクリニック内科,秋田県,none,none,none,none,none,none,none
none,十日町ようこクリニック,山形市十日町3-2-8クレス十日町1階,023-623-9200,内科 女性内科,山形県,none,none,none,none,none,none,none
none,かみや内科クリニック,田村郡小野新町門番93-1,0247-72-3212,内科，小児科，栄養療法・点滴療法,福島県,none,none,none,none,none,none,none
none,ロマリンダクリニック,郡山市駅前2-11-1,024-924-1161,がん統合医療 婦人科,福島県,none,none,none,none,none,none,none
none,医療法人社団健幸福会 龍ケ崎大徳ヘルシークリニック,龍ケ崎市大徳町1298-3大徳ヘルシービル1階,0297-64-3133,アンチエイジング，がん治療，がん統合医療，サプリメント外来，一般内科，一般外科，健診・ドック，内分泌内科，内科，内科・胃腸科・小児科，内科一般，内視鏡内科，心療内科，消化器内科，消化器科，点滴療法，胃腸内科，胃腸科，自由診療，訪問診療,茨城県,none,none,none,none,none,none,none
none,庄司クリニック,つくば市中野158-1,029-836-0405,アンチエイジング，婦人科,茨城県,none,none,none,none,none,none,none
none,医療法人関内科医院,ひたちなか市大平4-2-13,029-272-3675,内科，点滴療法,茨城県,none,none,none,none,none,none,none
none,高木内科整形外科医院,水戸市大塚町1504-1,"アクセス
水戸ICすぐ",アンチエイジング内科，一般内科，内科一般，循環器内科，整形外科,茨城県,none,none,none,none,none,none,none
none,none,宇都宮市平出町347-1,028-662-8148,歯科,栃木県,none,none,none,none,none,none,none
none,藤沼医院,河内郡上三川町梁347藤沼医院,0285-53-7105,アトピー治療，がん統合医療，サプリメント外来， 一般内科，予防医療,栃木県,none,none,none,none,none,none,none
none,医療法人社団松寿会 松山医院 本町,前橋市本町1丁目1-3AMD医療モール1階,027-289-2121,アレルギー科，内科，漢方外来，皮膚科，統合医療外来,群馬県,none,none,none,none,none,none,none
none,医療法人社団敬寿会 伊香保クリニック,渋川市伊香保町伊香保99-4,0279-72-4114,内科 小児科 皮膚科,群馬県,none,none,none,none,none,none,none
none,前橋温泉クリニック,前橋市関根町2-10-1,027-230-1139,アンチエイジング，アンチエイジング内科，アンチエイジング外来，サプリメント外来，予防医学，内科，小児外科，整形外科，整形外科痛み外来，栄養療法　ダイエット外来，漢方内科，漢方外来，点滴外来，点滴療法，皮膚科・美容皮膚科，美容皮膚科,群馬県,none,none,none,none,none,none,none
none,久保産婦人科医院,沼田市高橋場町2031-4,0278-23-1360,内科，小児科，産婦人科,群馬県,none,none,none,none,none,none,none
none,アリスどうぶつクリニック 動物統合医療センター,入間市下藤沢二丁目１番地１０,042-963-7457,動物統合医療，小動物医療,埼玉県,none,none,none,none,none,none,none
https://www.iv-therapy.org/wp-content/uploads/2020/06/1026.jpg,none,坂戸市関間4丁目4番52-5号,049-236-3255,がん内科 麻酔科,埼玉県,"院長は日本麻酔科学会指導医・専門医・認定医であり、現在も埼玉医科大学病院麻酔科講師として活動しています。
開業医では当時非常に稀な実際にCOVID-19患者治療を担当した経験もあります。東京・日本橋のテナント再開発により、環境のよい埼玉県坂戸市に移転いたしました。
日本橋開業当初から完全予約制・1組ずつの診療・治療体制としています。高濃度ビタミンＣ点滴治療はもちろん、麻酔技術を用いた緩和医療を提供しています。
中心静脈カテーテル・ポート埋め込み、硬膜外カテーテル・ポート埋め込み適応がある場合、院内治療、ドクターカー内治療が可能です。腹水・胸水治療の適応がある場合は往診によるドクターカー内治療を選択することも可能です。
個人所有のドクターカーは東京消防庁・八重洲エリアに配属されている高規格救急車をベースとした完全オリジナルドクターカーです。
治療室内はＥＲ（救急外来初期治療スペース）を参考とした全身麻酔機器を備えた環境となっています。診療所手術室スペースでの治療に近似した医療を在宅で提供できるよう配慮しています。","専門分野・得意とする点滴療法
腹水・胸水を伴ったがんに対する高濃度ビタミンＣ点滴が可能です（事前のＣＴ検査が必要です）。
「麻酔・緩和医療」を専門としているため、血管が出にくい患者さんには、中心静脈カテーテル挿入が可能です。
難治性の痛みがある場合は、硬膜外カテーテルを挿入することも可能です。状況により、来院またはドクターカー内で処置となります。","点滴や治療において心掛けていること
完全予約制で１名（１組）ずつ治療を提供が原則となっています。
開業当初より限りなく3密になりにくい低い診療体制をとっています。患者さんにとって一番よい方法を横断的に検討し、当院での治療にこだわることなく、
積極的に自分自身が受診したい医療機関・医師をご紹介いたしております。","来院を検討中の方へのメッセージ
Zoom・メールによる初診・医療相談が中心です。
患者さん・ご家族移動が最小限になるようドクターカーを積極使用しています。
従来型の診療所内での診察・治療も可能です。
遠方の方はZoomでリアルタイムの判断・医療アドバイスを行っています。","高濃度ビタミンＣ点滴療法（がん治療）,アルファリポ酸点滴療法,マイヤーズカクテル（ビタミン・ミネラル点滴）,グルタチオン点滴療法,キレーション療法(Na-EDTA),プラセンタ療法",none,　尾﨑　道郎
none,あいあいクリニック,さいたま市大宮区桜木町2-4-14堀口ビル3F,048-650-5005,内科,埼玉県,none,none,none,none,none,none,none
none,医療法人容紘会 高梨医院,さいたま市浦和区岸町4-18-19,048-822-2220,皮膚科，美容皮膚科，脳神経外科,埼玉県,none,none,none,none,none,none,none
none,大宮ファミリークリニック,さいたま市大宮区浅間町1-188,048-648-5578,一般内科 小児科 訪問診療,埼玉県,none,none,none,none,none,none,none
none,医療法人悠羽会 オハナ歯科矯正歯科,川口市飯塚1-3-26ジェム川口プライムアヴェニュー105,048-229-0876,矯正歯科、一般歯科、口腔外科,埼玉県,none,none,none,none,none,none,none
none,医療法人社団宏和会 日精歯科鳩ヶ谷診療所,川口市鳩ヶ谷本町4-3-10,048-281-8811,アンチエイジング，サプリメント外来，デジタル歯科，一般歯科，予防医療，予防歯科，健康診断，健診・ドック，口腔外科、インプラント，歯周病科，歯科，歯科　こども歯科，歯科フレイルケア外来，歯科矯正歯科，点滴外来，点滴療法，矯正歯科，矯正歯科、審美歯科，矯正科，自由診療，訪問診療,埼玉県,none,none,none,none,none,none,none
none,医療法人紫陽会 けいこ皮膚科クリニック,さいたま市中央区上落合1-11-15アスク新都心ビル2階,048-711-5221,アレルギー科，皮膚科・美容皮膚科,埼玉県,none,none,none,none,none,none,none
none,みゆき歯科,越谷市大里41-4,048-970-4666,アンチエイジング，予防歯科，栄養療法・点滴療法，歯科，歯科　こども歯科，歯科・口腔外科，歯科矯正歯科，矯正歯科，矯正歯科、一般歯科、口腔外科，矯正歯科、審美歯科,埼玉県,none,none,none,none,none,none,none
none,越谷動物医療センター,越谷市千間台東2-13-4,048-976-6211,獣医科,埼玉県,none,none,none,none,none,none,none
none,医療法人社団凰和会 川越中央クリニック,川越市脇田本町1-5 2階川越中央クリニック,0492205500,内科，呼吸器内科，循環器内科,埼玉県,none,none,none,none,none,none,none
none,あいオリエンタルクリニック,新座市東北2-30-16細田ビル6階,048-485-2824,アレルギー科，皮膚科・美容皮膚科,埼玉県,none,none,none,none,none,none,none
none,ますなが医院,富士見市勝瀬739-1,049-264-1511,内科，小児科，自由診療,埼玉県,none,none,none,none,none,none,none
none,やまさき内科クリニック,所沢市小手指町1-11-4アネックスビル3F,04-2929-8866,内科，循環器内科,埼玉県,none,none,none,none,none,none,none
none,青い熊歯科診療所,熊谷市上之3820番地2青い熊歯科診療所,048-501-5566,小児歯科，歯科口腔外科，矯正歯科,埼玉県,none,none,none,none,none,none,none
none,28 Clinic / 野上歯科医院,熊谷市銀座1-188,048-521-1333,内科，歯科,埼玉県,none,none,none,none,none,none,none
https://www.iv-therapy.org/wp-content/uploads/2021/04/DSC_3884-2-scaled.jpg,医療法人社団隆聖会浦和吉見歯科クリニック,さいたま市浦和区高砂1-13-12MiRiスクエア4階,048-834-4443,口腔外科，歯科,埼玉県,"通院に便利な駅近のクリニックです。ご予約いただければ待ち時間もありません。安心して点滴療法を受けていただくために、半個室の点滴専用スペースを設けて、ベテラン看護師が専任で担当いたします。
CPC(細胞培養室）を自院で持ち、ひとりひとりに合った安心安全な幹細胞上清を提供しています。","専門分野・得意とする点滴療法
間葉系幹細胞の先駆者とともに研究を重ね、現在自院で幹細胞培養が可能なCPC(細胞培養室）を持つまでになりました。幹細胞治療は昨今、細胞を用いないセルフリーとして応用が進んできました。当院は、ひとりひとりの体質に合った幹細胞上清を用意することができます。どこよりも安全安心な幹細胞上清点滴を体感していただければと思います。","点滴や治療において心掛けていること
点滴の時間はくつろぎの時間であってほしいと思っています。ゆったりとした空間で、しばし日常を忘れてリフレッシュできるように設備や環境を整えてスタッフ一同患者様をお迎えしています。","来院を検討中の方へのメッセージ
水泳のオリンピック選手が受けたことで一躍有名になった幹細胞治療ですが、以前より慢性疾患や感染症の治療や予防にも応用されています。より安全性の高いセルフリーの幹細胞治療を身近な施設で体験され、長くご活用いただければ幸いです。","高濃度ビタミンＣ点滴療法（アンチエイジング）,血液オゾン療法,幹細胞培養上清療法",http://www.443.jp,吉見洋志
https://www.iv-therapy.org/wp-content/uploads/2020/06/d6252897c3d52ecd38df237ef01ea668.png,医療法人仁愛会 ミューズ皮膚科ペインクリニック,さいたま市南区別所7-2-1,048-866-4112,形成外科，皮膚科，麻酔科,埼玉県,様々なメニューを揃えています。きめ細かい対応で皆様各々のご希望にあった治療をご提示します。,"専門分野・得意とする点滴療法
痛み治療
再生医療","点滴や治療において心掛けていること
迅速な対応と的確なアドバイス、また経済的に継続できるメニューの提案にも配慮しています。","来院を検討中の方へのメッセージ
お電話やインターネットにて、お気軽にご連絡下さい。
先ずは患者様の状況をしっかりと把握してから治療いたします。","高濃度ビタミンＣ点滴療法（がん治療）,高濃度ビタミンＣ点滴療法（アンチエイジング）,アルファリポ酸点滴療法,マイヤーズカクテル（ビタミン・ミネラル点滴）,グルタチオン点滴療法,プラセンタ療法,血液オゾン療法,幹細胞培養上清療法",https://muse-city.com,仁杉直子
https://www.iv-therapy.org/wp-content/uploads/2020/06/1699.jpg,森永歯科医院,安房郡鋸南町竜島849-1,0470-55-0229,一般歯科，栄養療法外来，歯周内科（３DS療法）,千葉県,"院長の森永宏喜は「口腔から日本人の健康寿命を延ばしていく」ことを目指して研鑽を重ね、アメリカ・アンチエイジング医学会（A4M) の認定歯科医師として日本で初めて認証された経歴をもちます。
A4Mはアンチエイジング医学の学会として史上初めて設立され、世界約120か国に会員を擁する、世界のアンチエイジング医学をリードする存在です。
海外で情報収集する理由は明確です。国内で入手できる情報は、実は限られたものでしかなく、海外ではそれをはるかに超える質と量の情報が得られるからです。
そこで得られた情報を、「自分が充実した人生を送るために、健康になるためにはどうしたらいいのか」を真剣に考えていらっしゃる方のお役に立てればと考えています。
当院では院長だけでなく、スタッフも栄養療法については経験豊富です。当院マネージャーの渡邉と主任歯科衛生士の笹生は、社団法人日本オーソモレキュラー医学研究所認定のカウンセラー資格を取得しています。
羽田空港から東京湾アクアライン経由で約50分、風光明媚な南房総の地に当院はあります。通院の前後に豊かな自然と新鮮な食に触れられるのもセラピーの一助となるでしょう。","専門分野・得意とする点滴療法
身体の他部位に先駆けて老化の兆候がいち早く現れる口腔内の慢性炎症・機能低下をしっかり見つけ出し、病的な老化を防ぐことで体内年齢を若返らせることを目指していきます。
特に歯周病治療には力を入れており、歯周病菌のPCR検査、血液検査データをもとに高品質なメディカルサプリメントを処方するオーソモレキュラー栄養療法を併用し、治療用マウスピースを使った当院独自の「３DS抗菌栄養療法」を導入しています。その結果、歯周病の回復だけでなく健康レベルがアップする成果を上げています。
酸化ストレスのかかる歯周病治療では、高濃度ビタミンC点滴、マイヤーズカクテルが有効です。
※がん治療の高濃度ビタミンC点滴療法は、一部のみ対応しています。（要相談）","点滴や治療において心掛けていること
点滴療法も栄養療法も、継続して頂くことが非常に重要になります。また医院での治療だけでなく、食事内容を含めた日常の生活習慣の確認もとても重要です。おひとりお一人に合わせた処方や検査内容を工夫し、ご相談しながら「無理なく継続できる方法」を見つけ出し進めていきます。
治療などに関して疑問や不安があれば、院長もしくはカウンセラーにお電話・メールなどでご相談頂けます。","来院を検討中の方へのメッセージ
「すぐには受診する時間が取れない」という方は、まずはお電話かメールでご連絡下さい。サプリメント処方に関してご相談に乗れる場合があります。必要に応じてZoomセッションも可能です。","高濃度ビタミンＣ点滴療法（がん治療）,高濃度ビタミンＣ点滴療法（アンチエイジング）,マイヤーズカクテル（ビタミン・ミネラル点滴）,グルタチオン点滴療法",https://www.morinagadc.com/,森永宏喜
none,医療法人社団洋光会 協和医院,銚子市唐子町8-33,0479-30-4855,内科 婦人科 循環器内科,千葉県,none,none,none,none,none,none,none
none,幕張どうぶつ病院,千葉市花見川区幕張町4-63-1,043-276-8010,獣医科 統合医療,千葉県,none,none,none,none,none,none,none
none,小倉台福田医院,千葉市若葉区小倉町875-6,043-234-1991,内科，外科，整形外科,千葉県,none,none,none,none,none,none,none
none,カムクリニック,松戸市幸田2-72,"アクセス
代田線北小金駅よりバス5分または徒歩18分",漢方 中医学 点滴療法,千葉県,none,none,none,none,none,none,none
none,医療法人社団鐡櫻会 シャルムクリニック,松戸市秋山68-５,047-710-7788,アトピー治療，アレルギー科，アンチエイジング，小児皮膚科，性感染症内科，栄養療法・点滴療法，皮膚科，皮膚科・美容皮膚科，皮膚科など幅広く対応，美容外科，美容皮膚科,千葉県,none,none,none,none,none,none,none
none,みわ歯科クリニック船橋,千葉県船橋市本町7-12-22四ツ井ビル2階,0474052325,歯科 口腔外科 矯正歯科 小児歯科,千葉県,none,none,none,none,none,none,none
none,マリンクリニック,浦安市入船4-1-1新浦安中央ビル2F,047-382-3838,形成外科，皮膚科，美容皮膚科,千葉県,none,none,none,none,none,none,none
none,none,浦安市日の出1-1-25,047-709-3803,内科,千葉県,none,none,none,none,none,none,none
none,つくし座クリニック,四街道市つくし座2-2-3,043-421-0255,内科，消化器内科，点滴療法,千葉県,none,none,none,none,none,none,none
none,メープル木更津クリニック,木更津市富士見2－3－2,0438-40-5240,内科，婦人科,千葉県,none,none,none,none,none,none,none
none,医療法人社団幸陽会 間瀬デンタルクリニック,富津市大堀2-16-10,0439-87-8211,一般歯科，小児歯科，矯正歯科,千葉県,none,none,none,none,none,none,none
none,くが歯科医院,長生郡睦沢町上市場924,0475-44-2580,歯科,千葉県,none,none,none,none,none,none,none
none,おおたかの森 ARTクリニック,流山市おおたかの森西1-3-5KMおおたかの森2階,"アクセス
流山おおたかの森駅西口徒歩2分",婦人科,千葉県,none,none,none,none,none,none,none
none,いすみ動物病院,いすみ市日在2168,0470-62-8117,イヌネコの一般診療，イヌネコの内科，イヌネコの統合医療,千葉県,none,none,none,none,none,none,none
https://www.iv-therapy.org/wp-content/uploads/2020/06/1075.jpg,東京キャンサークリニック,千代田区飯田橋1-3-2曙杉館ビル9F,03-6380-8031,内科,東京都,"病気についての悩みや健康に対する不安な思いなど、さまざまな事情で訪れる患者さまに対して、私たちは患者さまそれぞれのご要望にお応えすべく、再生医療を中心とした治療を提供しています。
皆さまの健康長寿を実現するため、特に「がん」「認知症」「疾病予防」「アンチエイジング」のための医療に力を入れています。これらは互いに密接に関係しており、すべての方にとって必要な医療だと考えます。","専門分野・得意とする点滴療法
循環器内科、総合内科、第２種・第３種の再生医療の研究開発を専門にしています。第２種再生医療では自己脂肪由来間葉系幹細胞を使用した治療を、第３種再生医療では樹状細胞やNK細胞を使用したがんの予防や治療を行っています。
点滴療法はニューヨークのサレルノ・センターのDr. ジョン・サレルノのプロトコールを使用しています。キレーション療法は開発者のDr.ゲーリー・ゴードンに師事し、ご指導いただきました。
幹細胞上清療法やCa EDTAキレーション、高濃度ビタミンC点滴療法、そして血液オゾン療法などの点滴療法は、患者さんのご希望をよくお伺いし、身体的問題や病状などを診させていいただいた上で、治療をご提案させていただいています。","点滴や治療において心掛けていること
１．その患者さんにとって治療効果を最大にすることを期待できる医療のご提供。
２．患者さんの身になって、ライフステージやライフスタイルを考慮した医療のご提供。","来院を検討中の方へのメッセージ
もし今、健康や病気のことでお悩みなら、当院の扉をたたいてみてください。何か新しい道をご提案できるかもしれません。","高濃度ビタミンＣ点滴療法（がん治療）,高濃度ビタミンＣ点滴療法（アンチエイジング）,キレーション療法(Ca-EDTA),プラセンタ療法,血液オゾン療法,幹細胞培養上清療法",https://tokyocancerclinic.jp,阿部博幸
https://www.iv-therapy.org/wp-content/uploads/2020/06/1024.jpg,健康増進クリニック,千代田区九段南4-8-21山脇ビル5F,03-3237-1777,内科,東京都,"【クリニックの所在地に関して】
場所は東京都千代田区で、JRと地下鉄4駅がある市谷駅から徒歩1分です。都内はもとより、近県からも通院しやすい場所を選びました。遠隔地の方は、ZOOM診療も可能で、お互い表情が見られますので、好評です。ビル5階の点滴ルームで、リクライニングチェアから外を見ながら(春は旧江戸城外堀土手の桜が見えます)、ゆったりとした気分で週6日まで点滴可能（日曜日午前中も）です。個室も完備しています。
【治療に関して】
院長の勤務医時代はあらゆる癌患者さんを病棟で診てきましたので、どんな状況の癌の患者さんにも対応できます。院長は半世紀前に高濃度ビタミンC点滴療法を開始したパイオニアの一人で、この医療を中心に据えています（後述）。また、リンパ球療法（T細胞、NK細胞）、樹状細胞ワクチン療法、遺伝子治療など、広義の免疫療法を長年多数実地してきましたので、即効性や遅効性などそれぞれの長所と短所を客観的にお話しできます。
必要に応じて、院長のネットワークを通して、癌の転移巣に対して、最新のピンポイント放射線治療、ラジオ波焼灼療法、血管内治療、局所温熱療法、少量抗癌剤療法など、最適と判断される専門医に紹介しています。
自己免疫疾患などの難病や抗加齢に関しても、いろいろな方法を行っています（後述）。","専門分野・得意とする点滴療法
【専門分野】
内科一般、腫瘍内科、難病医療、抗加齢医療
【点滴療法について】
癌に対する高濃度ビタミンC点滴療法は、個人差はあるものの標準治療との併用がより効果的で抗癌剤や放射線の副作用を減らし、かつ抗癌効果も増強します。
近年高濃度ビタミンC点滴療法の抗癌メカニズムが分子レベルで明らかにされつつあります。
自己免疫疾患などの難病にも高濃度ビタミンC点滴療法が有効であるという多数の臨床経験を持っています。
抗加齢に関しても、体内の抗酸化作用が期待でき、いわば体の錆ができにくくなります。
動脈硬化症など病勢が進んでいれば、進行を遅くし、あるいは病気との共存を目指します。ヨーロッパで長い歴史のあるオゾン療法も行っています。
神経系の難病には、グルタチオン点滴や幹細胞上清点滴などを行っています。","点滴や治療において心掛けていること
癌の標準治療は立派なものですが、治療のリスクとともに、後遺症がある種の確率で起きます。
医療の最終選択権は患者さんにありますが非標準治療だけで進行癌、特に転移癌を治すのは至難ですから、標準治療のどれを選び選ばないかについて、それぞれ長所や短所があり選択は難問です。
半世紀に及ぶ癌・難病の臨床経験のある院長は、標準治療の最新情報を確認しながら、患者さんにとっての最適の組合せを、順位を付けて提案します。補完医療としてビタミンC点滴療法などを選ぶか、どう組み合わせるか、当院では、建前ではなくて本音で、十分時間をかけて話し合っています。
患者さんの価値観を大切にしながら、十分時間をかけて話し合い、ベストの医療を探し出します。","来院を検討中の方へのメッセージ
癌や難病にかかることは、初体験であり、不安がつきものです。無理に前向きになろうとする（欧米医療）よりも、不安そのものをあるがまま受け入れる（東洋思想）方が、気持ちが少し楽になるかもしれません。
小さくても大きくても希望を持つことができれば、日々の生活は少し楽になります。
十分時間をかけて、ご本人のお気持ちをお聴きし、できるだけ寄り添う医療を心掛けています（個別化医療）。年余の無理がたたって発病に至ったのかもしれません。人生をギアチェンジし、心身を休めましょう。
癌・難病は総力戦です。今かかっている病院と共に、当院のスタッフもサポートグループに入れていただければ幸いです。","高濃度ビタミンＣ点滴療法（がん治療）,高濃度ビタミンＣ点滴療法（アンチエイジング）,グルタチオン点滴療法,プラセンタ療法,血液オゾン療法,幹細胞培養上清療法",http://kenkou-zoushin.com/, 水上 治
none,三番町ごきげんクリニック,千代田区三番町8-1三番町東急アパートメント1101号室,03-3237-0072,アンチエイジング内科 がん統合医療外来 サプリメント外来 内科,東京都,none,none,none,none,none,none,none
none,銀座上符メディカルクリニック,中央区銀座2-7-10マロニエテラスビル5階,03-5524-5588,予防医学科 内科,東京都,none,none,none,none,none,none,none
none,Y's サイエンスクリニック広尾,港区南麻布5-15-27広尾REEPLEX B’s 6F,"アクセス
広尾駅3番出口徒歩3分",アンチエイジング内科 美容皮膚科 一般内科・皮膚科 幹細胞治療、肌再生治療,東京都,none,none,none,none,none,none,none
none,医療法人社団健若会 東京予防医療クリニック,港区赤坂3-13-10新赤坂ビル4階,,none,東京都,none,none,none,none,none,none,none
none,医療法人社団喜美会 自由が丘クリニック,目黒区八雲3-12-10パークヴィラ2F,03-5701-2500,形成外科，美容外科,東京都,none,none,none,none,none,none,none
none,医療法人社団七海会 あおぞらクリニック新橋院,港区新橋2-16-1ニュー新橋ビル3階339,03-3506-8880,性感染症内科,東京都,none,none,none,none,none,none,none
none,クリニックやなぎさわ,港区高輪4-10-31-934品川プリンスレジデンス,03-5449-6622,内科 漢方内科 整形内科,東京都,none,none,none,none,none,none,none
none,医療法人社団TIK 大手町さくらクリニックin豊洲,江東区豊洲3-2-20豊洲フロント2F,03-6219-5688,内科 婦人科 心療内科,東京都,none,none,none,none,none,none,none
none,医療法人社団良優会 駒沢腎クリニック,世田谷区駒沢1-19-8アーバネスト駒沢3階,03-3411-7377,内科 在宅診療 腎臓内科,東京都,none,none,none,none,none,none,none
